#,รหัสโรค,รายละเอียด,เหตุผล,ICD-10-WHO,ICD-10-TM,ICD-10-TMD
467,A759,"Typhus fever, unspecified",T,Y,Y,N
468,A77,Spotted fever [tick-borne rickettsioses],F,Y,N,N
469,A770,Spotted fever due to Rickettsia rickettsii,T,Y,Y,N
470,A771,Spotted fever due to Rickettsia conorii,T,Y,Y,N
471,A772,Spotted fever due to Rickettsia siberica,T,Y,Y,N
472,A773,Spotted fever due to Rickettsia australis,T,Y,Y,N
473,A778,Other spotted fevers,T,Y,Y,N
474,A779,"Spotted fever, unspecified",T,Y,Y,N
475,A78,Q fever,T,Y,Y,N
476,A79,Other rickettsioses,F,Y,N,N
477,A790,Trench fever,T,Y,Y,N
478,A791,Rickettsialpox due to Rickettsia akari,T,Y,Y,N
479,A798,Other specified rickettsioses,T,Y,Y,N
480,A799,"Rickettsiosis, unspecified",T,Y,Y,N
481,A80,Acute poliomyelitis,F,Y,N,N
482,A800,"Acute paralytic poliomyelitis, vaccine associated",T,Y,Y,N
483,A801,"Acute paralytic poliomyelitis, wild virus imported",T,Y,Y,N
484,A802,"Acute paralytic poliomyelitis, wild virus indigenous",T,Y,Y,N
485,A803,"Acute paralytic poliomyelitis, other and unspecified",T,Y,Y,N
486,A804,Acute nonparalytic poliomyelitis,T,Y,Y,N
487,A809,"Acute poliomyelitis, unspecified",T,Y,Y,N
488,A81,Slow virus infections of central nervous system,F,Y,N,N
489,A810,Creutzfeldt-Jakob disease,T,Y,Y,N
490,A811,Subacute sclerosing panencephalitis,T,Y,Y,N
491,A812,Progressive multifocal leukoencephalopathy,T,Y,Y,N
492,A818,Other slow virus infections of central nervous system,T,Y,Y,N
493,A819,"Slow virus infection of central nervous system, unspecified",T,Y,Y,N
494,A82,Rabies,F,Y,N,N
495,A820,Sylvatic rabies,T,Y,Y,N
496,A821,Urban rabies,T,Y,Y,N
497,A829,"Rabies, unspecified",T,Y,Y,N
498,A83,Mosquito-borne viral encephalitis,F,Y,N,N
499,A830,Japanese encephalitis,T,Y,Y,N
500,A831,Western equine encephalitis,T,Y,Y,N
501,A832,Eastern equine encephalitis,T,Y,Y,N
502,A833,St Louis encephalitis,T,Y,Y,N
503,A834,Australian encephalitis,T,Y,Y,N
504,A835,California encephalitis,T,Y,Y,N
505,A836,Rocio virus disease,T,Y,Y,N
506,A838,Other mosquito-borne viral encephalitis,T,Y,Y,N
507,A839,"Mosquito-borne viral encephalitis, unspecified",T,Y,Y,N
508,A84,Tick-borne viral encephalitis,F,Y,N,N
509,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],T,Y,Y,N
510,A841,Central European tick-borne encephalitis,T,Y,Y,N
511,A848,Other tick-borne viral encephalitis,T,Y,Y,N
512,A849,"Tick-borne viral encephalitis, unspecified",T,Y,Y,N
513,A85,"Other viral encephalitis, not elsewhere classified",F,Y,N,N
514,A850,Enteroviral encephalitis (G05.1*),T,Y,Y,N
515,A851,Adenoviral encephalitis (G05.1*),T,Y,Y,N
516,A852,"Arthropod-borne viral encephalitis, unspecified",T,Y,Y,N
517,A858,Other specified viral encephalitis,T,Y,Y,N
518,A86,Unspecified viral encephalitis,T,Y,Y,N
519,A87,Viral meningitis,F,Y,N,N
520,A870,Enteroviral meningitis (G02.0*),T,Y,Y,N
521,A871,Adenoviral meningitis (G02.0*),T,Y,Y,N
522,A872,Lymphocytic choriomeningitis,T,Y,Y,N
523,A878,Other viral meningitis,T,Y,Y,N
524,A879,"Viral meningitis, unspecified",T,Y,Y,N
525,A88,"Other viral infections of the central nervous system, not elsewhere classified",F,Y,N,N
526,A880,Enteroviral exanthematous fever [Boston exanthem],T,Y,Y,N
527,A881,Epidemic vertigo,T,Y,Y,N
528,A888,Other specified viral infections of the central nervous system,T,Y,Y,N
529,A89,Unspecified viral infection of the central nervous system,T,Y,Y,N
530,A90,Dengue fever [classical dengue],T,Y,Y,N
531,A91,Dengue haemorrhagic fever,T,Y,N,N
532,A910,Dengue hemorrhagic fever  with shock (TM),T,Y,Y,N
533,A911,Dengue hemorrhagic fever without shock (TM),T,Y,Y,N
534,A919,"Dengue hemorrhagic fever, unspecified (TM)",T,Y,Y,N
535,A92,Other mosquito-borne viral fevers,F,Y,N,N
536,A920,Chikungunya virus disease,T,Y,Y,N
537,A921,O'nyong-nyong fever,T,Y,Y,N
538,A922,Venezuelan equine fever,T,Y,Y,N
539,A923,West Nile fever,T,Y,Y,N
540,A924,Rift Valley fever,T,Y,Y,N
541,A928,Other specified mosquito-borne viral fevers,T,Y,Y,N
542,A929,"Mosquito-borne viral fever, unspecified",T,Y,Y,N
543,A93,"Other arthropod-borne viral fevers, not elsewhere classified",F,Y,N,N
544,A930,Oropouche virus disease,T,Y,Y,N
545,A931,Sandfly fever,T,Y,Y,N
546,A932,Colorado tick fever,T,Y,Y,N
547,C509,"Malignant neoplasm of breast, unspecified",T,Y,Y,N
548,C51,Malignant neoplasm of vulva,F,Y,N,N
549,C510,"Malignant neoplasm of vulva, labium majus",T,Y,Y,N
550,C511,"Malignant neoplasm of vulva, labium minus",T,Y,Y,N
551,C512,"Malignant neoplasm of vulva, clitoris",T,Y,Y,N
552,C518,Malignant neoplasm of overlapping lesion of vulva,T,Y,Y,N
553,C519,"Malignant neoplasm of vulva, unspecified",T,Y,Y,N
554,C52,Malignant neoplasm of vagina,T,Y,Y,N
555,C53,Malignant neoplasm of cervix uteri,F,Y,N,N
556,C530,Malignant neoplasm of endocervix,T,Y,Y,N
557,C531,Malingnat neoplasm of exocervix,T,Y,Y,N
558,C538,Malignant neoplasm of overlapping lesion of cervix uteri,T,Y,Y,N
559,C539,"Malignant neoplasm of cervix uteri, unspecified",T,Y,Y,N
560,C54,Malignant neoplasm of corpus uteri,F,Y,N,N
561,C540,Malignant neoplasm of isthmus uteri,T,Y,Y,N
562,C541,Malignant neoplasm of endometrium,T,Y,Y,N
563,C542,Malignant neoplasm of myometrium,T,Y,Y,N
564,C543,Malignant neoplasm of fundus uteri,T,Y,Y,N
565,C548,Malignant neoplasm of overlapping lesion of corpus uteri,T,Y,Y,N
566,C549,"Malignant neoplasm of corpus uteri, unspecified",T,Y,Y,N
567,C55,"Malignant neoplasm of uterus, part unspecified",T,Y,Y,N
568,C56,Malignant neoplasm of ovary,T,Y,Y,N
569,C57,Malignant neoplasm of other and unspecified female genital organs,F,Y,N,N
570,C570,Malignant neoplasm of fallopian tube,T,Y,Y,N
571,C571,Malignant neoplasm of broad ligament,T,Y,Y,N
572,C572,Malignant neoplasm of round ligament,T,Y,Y,N
573,C573,Malignant neoplasm of parametrium,T,Y,Y,N
574,C574,"Malignant neoplasm of uterine adnexa, unspecified",T,Y,Y,N
575,C577,Malignant neoplasm of other specified female genital organs,T,Y,Y,N
576,C578,Malignant neoplasm of overlapping lesion of female genital organs,T,Y,Y,N
577,C579,"Malignant neoplasm of female genital organ, unspecified",T,Y,Y,N
578,C58,Malignant neoplasm of placenta,T,Y,Y,N
579,C60,Malignant neoplasm of penis,F,Y,N,N
580,C600,"Malignant neoplasm of penis, prepuce",T,Y,Y,N
581,C601,Malignant neoplasm of glans penis,T,Y,Y,N
582,C602,Malignant neoplasm of body of penis,T,Y,Y,N
583,C608,Malignant neoplasm of overlapping lesion of penis,T,Y,Y,N
584,C609,"Malignant neoplasm of penis, unspecified",T,Y,Y,N
585,C61,Malignant neoplasm of prostate,T,Y,Y,N
586,C62,Malignant neoplasm of testis,F,Y,N,N
587,C620,"Malignant neoplasm of testis, undescended testis",T,Y,Y,N
588,C621,"Malignant neoplasm of testis, descended testis",T,Y,Y,N
589,C629,"Malignant neoplasm of testis, unspecified",T,Y,Y,N
590,C63,Malignant neoplasm of other and unspecified male genital organs,F,Y,N,N
591,C630,Malignant neoplasm of epididymis,T,Y,Y,N
592,C631,Malignant neoplasm of spermatic cord,T,Y,Y,N
593,C632,Malignant neoplasm of scrotum,T,Y,Y,N
594,C637,Malignant neoplasm of other specified male genital organs,T,Y,Y,N
595,C638,Malignant neoplasm of overlapping lesion of male genital organs,T,Y,Y,N
596,C639,"Malignant neoplasm of male genital organ, unspecified",T,Y,Y,N
597,C64,"Malignant neoplasm of kidney, except renal pelvis",T,Y,Y,N
598,C65,Malignant neoplasm of renal pelvis,T,Y,Y,N
599,C66,Malignant neoplasm of ureter,T,Y,Y,N
600,C67,Malignant neoplasm of bladder,F,Y,N,N
601,C670,Malignant neoplasm of trigone of bladder,T,Y,Y,N
602,C671,Malignant neoplasm of dome of bladder,T,Y,Y,N
603,C672,Malignant neoplasm of lateral wall of bladder,T,Y,Y,N
604,C673,Malignant neoplasm of anterior wall of bladder,T,Y,Y,N
605,C674,Malignant neoplasm of posterior wall of bladder,T,Y,Y,N
606,C675,Malignant neoplasm of bladder neck,T,Y,Y,N
607,C676,Malignant neoplasm of ureteric orifice,T,Y,Y,N
608,C677,Malignant neoplasm of urachus,T,Y,Y,N
609,C678,Malignant neoplasm of overlapping lesion of bladder,T,Y,Y,N
610,C679,"Malignant neoplasm of bladder, unspecified",T,Y,Y,N
611,C68,Malignant neoplasm of other and unspecified urinary organs,F,Y,N,N
612,C680,Malignant neoplasm of urethra,T,Y,Y,N
613,C681,Malignant neoplasm of paraurethral gland,T,Y,Y,N
614,C688,Malignant neoplasm of overlapping lesion of urinary organs,T,Y,Y,N
615,C689,"Malignant neoplasm of urinary organ, unspecified",T,Y,Y,N
616,C69,Malignant neoplasm of eye and adnexa,F,Y,N,N
617,C690,Malignant neoplasm of conjunctiva,T,Y,Y,N
618,C691,Malignant neoplasm of cornea,T,Y,Y,N
619,C692,Malignant neoplasm of retina,T,Y,Y,N
620,C693,Malignant neoplasm of choroid,T,Y,Y,N
621,C694,Malignant neoplasm of ciliary body,T,Y,Y,N
622,C695,Malignant neoplasm of lacrimal gland and duct,T,Y,Y,N
623,C696,Malignant neoplasm of orbit,T,Y,Y,N
624,C698,Malignant neoplasm of overlapping lesion of eye and adnexa,T,Y,Y,N
625,C699,"Malignant neoplasm of eye, unspecified",T,Y,Y,N
626,C70,Malignant neoplasm of meninges,F,Y,N,N
627,C700,Malignant neoplasm of cerebral meninges,T,Y,Y,N
628,C701,Malignant neoplasm of spinal meninges,T,Y,Y,N
629,C709,"Malignant neoplasm of meninges, unspecified",T,Y,Y,N
630,C71,Malignant neoplasm of brain,F,Y,N,N
631,C710,"Malignant neoplasm of cerebrum, except lobes and ventricles",T,Y,Y,N
632,C711,Malignnat neoplasm of frontal lobe,T,Y,Y,N
633,C712,Malignant neoplasm of temporal lobe,T,Y,Y,N
634,C713,Malignant neoplasm of parietal lobe,T,Y,Y,N
635,C714,Malignant neoplasm of occipital lobe,T,Y,Y,N
636,C715,Malignant neoplasm of cerebral ventricle,T,Y,Y,N
637,C716,Malignant neoplasm of cerebellum,T,Y,Y,N
638,C717,Malignant neoplasm of brain stem,T,Y,Y,N
639,C718,Malignant neoplasm of overlapping lesion of brain,T,Y,Y,N
640,C719,"Malignant neoplasm of brain, unspecified",T,Y,Y,N
641,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous",F,Y,N,N
642,C720,Malignant neoplasm of spinal cord,T,Y,Y,N
643,C721,Malignant neoplasm of cauda equina,T,Y,Y,N
644,C722,Malignant neoplasm of olfactory nerve,T,Y,Y,N
645,C723,Malignant neoplasm of optic nerve,T,Y,Y,N
646,C724,Malignant neoplasm of acoustic nerve,T,Y,Y,N
647,C725,Malignant neoplasm of other and unspecified cranial nerves,T,Y,Y,N
648,B210,HIV disease resulting in Kaposi's sarcoma,T,Y,Y,N
649,B211,HIV disease resulting in Burkitt's lymphoma,T,Y,Y,N
650,B212,HIV disease resulting in other types of non-Hodgkin's lymphoma,T,Y,Y,N
651,B213,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",T,Y,Y,N
652,B217,HIV disease resulting in multiple malignant neoplasms,T,Y,Y,N
653,B218,HIV disease resulting in other malignant neoplasms,T,Y,Y,N
654,B219,HIV disease resulting in unspecified malignant neoplasm,T,Y,Y,N
655,B22,HIV disease resulting in other specified diseases,F,Y,N,N
656,B220,HIV disease resulting in encephalopathy,T,Y,Y,N
657,B221,HIV disease resulting in lymphoid interstitial pneumonitis,T,Y,Y,N
658,B222,HIV disease resulting in wasting syndrome,T,Y,Y,N
659,B227,HIV disease resulting in multiple diseases classified elsewhere,T,Y,Y,N
660,B23,HIV disease resulting in other conditions,F,Y,N,N
661,B230,Acute HIV infection syndrome,T,Y,Y,N
662,B231,HIV disease resulting in (persistent) generalized lymphadenopathy,T,Y,Y,N
663,B232,"HIV disease resulting in haematological and immunological abnormalities, NEC",T,Y,Y,N
664,B233,Pruritic papular eruption in HIV (TM),T,Y,Y,N
665,B238,HIV disease resulting in other specified conditions,T,Y,Y,N
666,B24,Unspecified human immunodeficiency virus [HIV] disease,T,Y,Y,N
667,B25,Cytomegaloviral disease,F,Y,N,N
668,B250,Cytomegaloviral pneumonitis (J17.1*),T,Y,Y,N
669,B251,Cytomegaloviral hepatitis (K77.0*),T,Y,Y,N
670,B252,Cytomegaloviral pancreatitis (K87.1*),T,Y,Y,N
671,B258,Other cytomegaloviral diseases,T,Y,Y,N
672,B259,"Cytomegaloviral disease, unspecified",T,Y,Y,N
673,B26,Mumps,F,Y,N,N
674,B260,Mumps orchitis (N51.1*),T,Y,Y,N
675,B261,Mumps meningitis (G02.0*),T,Y,Y,N
676,B262,Mumps encephalitis (G05.1*),T,Y,Y,N
677,B263,Mumps pancreatitis (K87.1*),T,Y,Y,N
678,B268,Mumps with other complications,T,Y,Y,N
679,B269,Mumps without complication,T,Y,Y,N
680,B27,Infectious mononucleosis,F,Y,N,N
681,B270,Gammaherpesviral mononucleosis,T,Y,Y,N
682,B271,Cytomegaloviral mononucleosis,T,Y,Y,N
683,B278,Other infectious mononucleosis,T,Y,Y,N
684,B279,"Infectious mononucleosis, unspecified",T,Y,Y,N
685,B30,Viral conjunctivitis,F,Y,N,N
686,B300,Keratoconjunctivitis due to adenovirus (H19.2*),T,Y,Y,N
687,B301,Conjunctivitis due to adenovirus (H13.1*),T,Y,Y,N
688,B302,Viral pharyngoconjunctivitis,T,Y,Y,N
689,B303,Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1*),T,Y,Y,N
690,B308,Other viral conjunctivitis (H13.1*),T,Y,Y,N
691,B309,"Viral conjunctivitis, unspecified",T,Y,Y,N
692,B33,"Other viral diseases, not elsewhere classified",F,Y,N,N
693,B330,Epidemic myalgia,T,Y,Y,N
694,B331,Ross River disease,T,Y,Y,N
695,B332,Viral carditis,T,Y,Y,N
696,B333,"Retrovirus infections, not elsewhere classified",T,Y,Y,N
697,B334,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J171*),T,Y,N,N
698,B338,Other specified viral diseases,T,Y,Y,N
699,B34,Viral infection of unspecified site,F,Y,N,N
700,B340,"Adenovirus infection, unspecified",T,Y,Y,N
701,B341,"Enterovirus infection, unspecified",T,Y,Y,N
702,B342,"Coronavirus infection, unspecified",T,Y,Y,N
703,B343,"Parvovirus infection, unspecified",T,Y,Y,N
704,B344,"Papovavirus infection, unspecified",T,Y,Y,N
705,B348,Other viral infections of unspecified site,T,Y,Y,N
706,B349,"Viral infection, unspecified",T,Y,Y,N
707,B35,Dermatophytosis,F,Y,N,N
708,B350,Tinea barbae and tinea capitis,T,Y,Y,N
709,B351,Tinea unguium,T,Y,Y,N
710,B352,Tinea manuum,T,Y,Y,N
711,B353,Tinea pedis,T,Y,Y,N
712,B354,Tinea corporis,T,Y,Y,N
713,B355,Tinea imbricata,T,Y,Y,N
714,B356,Tinea cruris,T,Y,Y,N
715,B357,Tinea faciei (TM),T,Y,Y,N
716,B358,Other dermatophytoses,T,Y,Y,N
717,B359,"Dermatophytosis, unspecified",T,Y,Y,N
718,B36,Other superficial mycoses,F,Y,N,N
719,B360,Pityriasis versicolor,T,Y,Y,N
720,B361,Tinea nigra,T,Y,Y,N
721,B362,White piedra,T,Y,Y,N
722,B363,Black piedra,T,Y,Y,N
723,B368,Other specified superficial mycoses,T,Y,Y,N
724,B369,"Superficial mycosis, unspecified",T,Y,Y,N
725,B37,Candidiasis,F,Y,N,N
726,B370,Candidal stomatitis,T,Y,N,N
727,B3700,Acute pseudomembranous candidal stomatitis (TM),T,Y,Y,N
728,B3701,Acute  erythematous (atrophic) candidal stomatitis (TM),T,Y,Y,N
729,B3702,Chronic hyperplastic candidal stomatitis (TM),T,Y,Y,N
730,B3703,Chronic erythematous (atrophic) candidal stomatitis (TM),T,Y,Y,N
731,B3704,Mucocutaneous candidiasis (TM),T,Y,Y,N
732,B3705,Oral candidal granuloma (TM),T,Y,Y,N
733,B3706,Angular cheilitis (TM),T,Y,Y,N
734,B3708,"Other specified , candidal stomatitis (TM)",T,Y,Y,N
735,B3709,"Candidal stomatitis, unspecified (TM)",T,Y,Y,N
736,B371,Pulmonary candidiasis,T,Y,Y,N
737,B372,Candidiasis of skin and nail,T,Y,Y,N
738,B373,Candidiasis of vulva and vagina (N77.1*),T,Y,Y,N
739,B374,Candidiasis of other urogenital sites,T,Y,Y,N
740,B375,Candidal meningitis (G02.1*),T,Y,Y,N
741,B376,Candidal endocarditis (I39.8*),T,Y,Y,N
742,B377,Candidal septicaemia,T,Y,Y,N
743,B378,Candidiasis of other sites,T,Y,Y,N
744,B379,"Candidiasis, unspecified",T,Y,Y,N
745,B38,Coccidioidomycosis,F,Y,N,N
746,B380,Acute pulmonary coccidioidomycosis,T,Y,Y,N
747,B381,Chronic pulmonary coccidioidomycosis,T,Y,Y,N
748,B382,"Pulmonary coccidioidomycosis, unspecified",T,Y,Y,N
749,B383,Cutaneous coccidioidomycosis,T,Y,Y,N
750,B384,Coccidioidomycosis meningitis (G02.1*),T,Y,Y,N
751,B387,Disseminated coccidioidomycosis,T,Y,Y,N
752,B388,Other forms of coccidioidomycosis,T,Y,Y,N
753,B389,"Coccidioidomycosis, unspecified",T,Y,Y,N
754,B39,Histoplasmosis,F,Y,N,N
755,B390,Acute pulmonary histoplasmosis capsulati,T,Y,Y,N
756,B391,Chronic pulmonary histoplasmosis capsulati,T,Y,Y,N
757,B392,"Pulmonary histoplasmosis capsulati, unspecified",T,Y,Y,N
758,B393,Disseminated histoplasmosis capsulati,T,Y,Y,N
759,B394,"Histoplasmosis capsulati, unspecified",T,Y,Y,N
760,B395,Histoplasmosis duboisii,T,Y,Y,N
761,B399,"Histoplasmosis, unspecified",T,Y,Y,N
762,B40,Blastomycosis,F,Y,N,N
763,B400,Acute pulmonary blastomycosis,T,Y,Y,N
764,B401,Chronic pulmonary blastomycosis,T,Y,Y,N
765,B402,"Pulmonary blastomycosis, unspecified",T,Y,Y,N
766,B403,Cutaneous blastomycosis,T,Y,Y,N
767,B407,Disseminated blastomycosis,T,Y,Y,N
768,B408,Other forms of blastomycosis,T,Y,Y,N
769,B409,"Blastomycosis, unspecified",T,Y,Y,N
770,B41,Paracoccidioidomycosis,F,Y,N,N
771,B410,Pulmonary paracoccidioidomycosis,T,Y,Y,N
772,B417,Disseminated paracoccidioidomycosis,T,Y,Y,N
773,B418,Other forms of paracoccidioidomycosis,T,Y,Y,N
774,B419,"Paracoccidioidomycosis, unspecified",T,Y,Y,N
775,B42,Sporotrichosis,F,Y,N,N
776,B420,Pulmonary sporotrichosis (J99.8*),T,Y,Y,N
777,B421,Lymphocutaneous sporotrichosis,T,Y,Y,N
778,B427,Disseminated sporotrichosis,T,Y,Y,N
779,B428,Other forms of sporotrichosis,T,Y,Y,N
780,B429,"Sporotrichosis, unspecified",T,Y,Y,N
781,B43,Chromomycosis and phaeomycotic abscess,F,Y,N,N
782,B430,Cutaneous chromomycosis,T,Y,Y,N
783,B431,Phaeomycotic brain abscess,T,Y,Y,N
784,B432,Subcutaneous phaeomycotic abscess and cyst,T,Y,Y,N
785,B438,Other forms of chromomycosis,T,Y,Y,N
786,B439,"Chromomycosis, unspecified",T,Y,Y,N
787,B44,Aspergillosis,F,Y,N,N
788,B440,Invasive pulmonary aspergillosis,T,Y,Y,N
789,B441,Other pulmonary aspergillosis,T,Y,Y,N
790,B442,Tonsillar aspergillosis,T,Y,Y,N
791,B447,Disseminated aspergillosis,T,Y,Y,N
792,B448,Other forms of aspergillosis,T,Y,Y,N
793,B449,"Aspergillosis, unspecified",T,Y,Y,N
794,B45,Cryptococcosis,F,Y,N,N
795,B450,Pulmonary cryptococcosis,T,Y,Y,N
796,B451,Cerebral cryptococcosis,T,Y,Y,N
797,B452,Cutaneous cryptococcosis,T,Y,Y,N
798,B453,Osseous cryptococcosis,T,Y,Y,N
799,B457,Disseminated cryptococcosis,T,Y,Y,N
800,B458,Other forms of cryptococcosis,T,Y,Y,N
801,B459,"Cryptococcosis, unspecified",T,Y,Y,N
802,B46,Zygomycosis,F,Y,N,N
803,B460,Pulmonary mucormycosis,T,Y,Y,N
804,B461,Rhinocerebral mucormycosis,T,Y,Y,N
805,B462,Gastrointestinal mucormycosis,T,Y,Y,N
806,B463,Cutaneous mucormycosis,T,Y,Y,N
807,B464,Disseminated mucormycosis,T,Y,Y,N
808,B465,"Mucormycosis, unspecified",T,Y,Y,N
809,B468,Other zygomycoses,T,Y,Y,N
810,B469,"Zygomycosis, unspecified",T,Y,Y,N
811,B47,Mycetoma,F,Y,N,N
812,B470,Eumycetoma,T,Y,Y,N
813,B471,Actinomycetoma,T,Y,Y,N
814,B479,"Mycetoma, unspecified",T,Y,Y,N
815,B48,"Other mycoses, not elsewhere classified",F,Y,N,N
816,B480,Lobomycosis,T,Y,Y,N
817,B481,Rhinosporidiosis,T,Y,Y,N
818,B482,Allescheriasis,T,Y,Y,N
819,B483,Geotrichosis,T,Y,Y,N
820,B484,Penicillosis,T,Y,Y,N
821,B487,Opportunistic mycoses,T,Y,Y,N
822,B488,Other specified mycoses,T,Y,Y,N
823,B49,Unspecified mycosis,T,Y,Y,N
824,B50,Plasmodium falciparum malaria,F,Y,N,N
825,B500,Plasmodium falciparum malaria with cerebral complications,T,Y,Y,N
826,B508,Other severe and complicated Plasmodium falciparum malaria,T,Y,Y,N
827,B509,"Plasmodium falciparum malaria, unspecified",T,Y,Y,N
828,B51,Plasmodium vivax malaria,F,Y,N,N
829,B510,Plasmodium vivax malaria with rupture of spleen,T,Y,Y,N
830,B518,Plasmodium vivax malaria with other complications,T,Y,Y,N
831,B519,Plasmodium vivax malaria without complication,T,Y,Y,N
832,B52,Plasmodium malariae malaria,F,Y,N,N
833,B520,Plasmodium malariae malaria with nephropathy,T,Y,Y,N
834,B528,Plasmodium malariae malaria with other complications,T,Y,Y,N
835,B529,Plasmodium malariae malaria without complication,T,Y,Y,N
836,B53,Other parasitologically confirmed malaria,F,Y,N,N
837,B530,Plasmodium ovale malaria,T,Y,Y,N
838,B531,Malaria due to simian plasmodia,T,Y,Y,N
839,B538,"Other parasitologically confirmed malaria, not elsewhere classified",T,Y,Y,N
840,B54,Unspecified malaria,T,Y,Y,N
841,B55,Leishmaniasis,F,Y,N,N
842,B550,Visceral leishmaniasis,T,Y,Y,N
843,B551,Cutaneous leishmaniasis,T,Y,Y,N
844,B552,Mucocutaneous leishmaniasis,T,Y,Y,N
845,B559,"Leishmaniasis, unspecified",T,Y,Y,N
846,B56,African trypanosomiasis,F,Y,N,N
847,B560,Gambiense trypanosomiasis,T,Y,Y,N
848,B561,Rhodesiense trypanosomiasis,T,Y,Y,N
849,B569,"African trypanosomiasis, unspecified",T,Y,Y,N
850,B57,Chagas' disease,F,Y,N,N
851,B570,"Acute Chagas' disease with heart involvement (I41.2*,I98.1*)",T,Y,Y,N
852,B571,Acute Chagas' disease without heart involvement,T,Y,Y,N
853,B572,"Chagas' disease (chronic) with heart involvement (I41.2*, I98.1*)",T,Y,Y,N
854,B573,Chagas' disease (chronic) with digestive system involvement,T,Y,Y,N
855,B574,Chagas' disease (chronic) with nervous system involvement,T,Y,Y,N
856,B575,Chagas' disease (chronic) with other organ involvement,T,Y,Y,N
857,B58,Toxoplasmosis,F,Y,N,N
858,B580,Toxoplasma oculopathy,T,Y,Y,N
859,B581,Toxoplasma hepatitis (K77.0*),T,Y,Y,N
860,B582,Toxoplasma meningoencephalitis (G05.2*),T,Y,Y,N
861,B583,Pulmonary toxoplasmosis (J17.3*),T,Y,Y,N
862,B588,Toxoplasmosis with other organ involvement,T,Y,Y,N
863,B589,"Toxoplasmosis, unspecified",T,Y,Y,N
864,B59,Pneumocystosis,T,Y,Y,N
865,B60,"Other protozoal diseases, not elsewhere classified",F,Y,N,N
866,B600,Babesiosis,T,Y,Y,N
867,B601,Acanthamoebiasis,T,Y,Y,N
868,B602,Naegleriasis,T,Y,Y,N
869,B608,Other specified protozoal diseases,T,Y,Y,N
870,B64,Unspecified protozoal disease,T,Y,Y,N
